o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
993,793,O,269632.17,1995-09-10,3-MEDIUM,Clerk#000000894,0,"ccounts around the regular, final foxes detect c"
994,13,F,49870.71,1994-04-20,5-LOW,Clerk#000000497,0,to the stealthily final asymptote
995,1160,P,189854.55,1995-05-31,3-MEDIUM,Clerk#000000439,0,s. slyly silent packages alongside of the ironic excuses maintain furiou
996,710,O,71877.30,1997-12-29,1-URGENT,Clerk#000000497,0, after the unusual requests run about the blithely pending ideas
997,1087,O,39832.61,1997-05-19,2-HIGH,Clerk#000000651,0, epitaphs. blithely special dolphins sleep quickly about the unusual
998,317,F,81009.81,1994-11-26,4-NOT SPECIFIED,Clerk#000000956,0,"eans could lose doggedly. final, express instructions subla"
999,602,F,221018.87,1993-09-05,5-LOW,Clerk#000000464,0, packages sleep blithely special packa
1024,35,O,248306.79,1997-12-23,5-LOW,Clerk#000000903,0,quickly express requests cajole against the unusual acco
1025,1027,F,112960.50,1995-05-05,2-HIGH,Clerk#000000376,0, quickly ironic deposit
1026,712,O,49485.22,1997-06-04,5-LOW,Clerk#000000223,0,lyly about the theodolites. i
1027,1280,F,145806.89,1992-06-03,3-MEDIUM,Clerk#000000241,0,"ies. express, final packages sleep. do"
1028,685,F,190755.43,1994-01-01,2-HIGH,Clerk#000000131,0,al requests. quickly ironic accounts maintain s
1029,1288,F,57789.24,1994-06-21,2-HIGH,Clerk#000000700,0,"es haggle idly. quickly final accounts alongside of the quick, eve"
1030,1340,F,26164.34,1994-06-15,5-LOW,Clerk#000000422,0,packages x-ray blithely above the regular deposits. furiously final dependenci
1031,37,F,203268.37,1994-09-01,3-MEDIUM,Clerk#000000448,0,s sleep across the carefully regular deposit
1056,275,F,41838.38,1995-02-11,1-URGENT,Clerk#000000125,0,"frets. ironic, ironic dolphins until the furiou"
1057,760,F,176625.96,1992-02-20,1-URGENT,Clerk#000000124,0,ely carefully bold deposits. furiously even theodolites sleep. carefully
1058,530,F,132338.09,1993-04-26,3-MEDIUM,Clerk#000000373,0,al theodolites. express asymptotes integrate quickly above the blithely re
1059,1268,F,291519.65,1994-02-27,1-URGENT,Clerk#000000104,0,"es wake blithely. regular, pending asymptotes haggle never. fluffily"
1060,1397,F,155247.64,1993-02-21,3-MEDIUM,Clerk#000000989,0,theodolites. final requests nag quickly in place of the thin
1061,1027,O,197424.17,1998-05-15,5-LOW,Clerk#000000576,0,ses play quickly final deposits?
1062,1051,O,48449.37,1997-01-15,1-URGENT,Clerk#000000152,0,"lyly. even, express c"
1063,370,F,76957.40,1994-04-02,2-HIGH,Clerk#000000024,0," quickly furiously special deposits. bold, re"
1088,1469,F,53063.07,1992-05-21,5-LOW,Clerk#000000347,0,uctions. carefully unusual accounts are furiousl
1089,481,O,140302.14,1996-05-04,4-NOT SPECIFIED,Clerk#000000226,0,"ecial, regular accounts are furiously carefully spec"
1090,172,O,34290.36,1997-11-15,2-HIGH,Clerk#000000300,0,inal requests. foxes haggle. furiously final hockey players cajole 
1091,829,O,48591.79,1996-08-27,1-URGENT,Clerk#000000549,0,slyly special grouches. slyly ironic foxes engage. fu
1092,1232,P,131664.83,1995-03-04,3-MEDIUM,Clerk#000000006,0,ously special foxes. quickl
1093,1007,O,124792.59,1997-07-31,4-NOT SPECIFIED,Clerk#000000159,0,"ain slyly. packages integrate at the enticing, pending ideas. furiously regu"
1094,1438,O,9281.56,1997-12-24,3-MEDIUM,Clerk#000000570,0,"ake. silent, final accounts are according to the regular asymptotes. "
1095,1433,O,225466.98,1995-08-22,3-MEDIUM,Clerk#000000709,0, the deposits. express requests sleep furiously
1120,1391,O,152580.64,1997-11-07,3-MEDIUM,Clerk#000000319,0,. slyly pending escapades nag at the fluffily special warhorses. regul
1121,281,O,368220.47,1997-01-13,3-MEDIUM,Clerk#000000541,0,"ackages-- final, bold foxes do boost furiously even accoun"
1122,1196,O,225660.19,1997-01-10,1-URGENT,Clerk#000000083,0,eep above the pending requests. regular instructions wake fluffily a
1123,715,O,115157.87,1996-08-03,3-MEDIUM,Clerk#000000929,0,ing instructions are across the carefully ironic dep
1124,796,O,214762.97,1998-07-30,5-LOW,Clerk#000000326,0, blithely ironic requests. special accounts above the 
1125,242,F,112869.93,1994-10-27,2-HIGH,Clerk#000000510,0,ng foxes. special accoun
1126,1433,O,81025.22,1998-01-28,4-NOT SPECIFIED,Clerk#000000928,0,"s cajole furiously special, regular packages. carefully regular ideas may "
1127,575,O,125368.14,1995-09-19,4-NOT SPECIFIED,Clerk#000000397,0,"r, special deposits. special foxes nod slyly never special foxes"
1152,490,F,78973.34,1994-08-14,4-NOT SPECIFIED,Clerk#000000496,0, foxes are along the
1153,1196,O,328207.15,1996-04-18,5-LOW,Clerk#000000059,0,al pinto beans sleep blith
1154,352,F,264213.46,1992-02-15,1-URGENT,Clerk#000000268,0,ages affix furiously blithely regular requests. pending pinto beans thrash 
1155,1498,O,170273.99,1997-10-06,2-HIGH,Clerk#000000164,0,l pinto beans. requests boost slyly. bold theodolites boost. unusual packages
1156,1318,O,333319.23,1996-10-19,1-URGENT,Clerk#000000200,0,integrate across the slyly pending deposit
1157,968,O,136306.85,1998-01-14,4-NOT SPECIFIED,Clerk#000000207,0,nto beans integrate along the unusual theodolites. quickl
1158,1414,O,43176.15,1996-06-30,2-HIGH,Clerk#000000549,0,ses. quickly ironic requests are. quickl
1159,685,F,68999.67,1992-09-18,3-MEDIUM,Clerk#000000992,0,tructions. always express dolphins wake
1184,886,O,55815.77,1997-10-26,5-LOW,Clerk#000000777,0, detect according to the blithely unusual
1185,736,F,68659.75,1992-08-24,5-LOW,Clerk#000000344,0,slyly ironic theodolites. do
1186,589,O,88428.13,1996-08-15,4-NOT SPECIFIED,Clerk#000000798,0,kages boost. packages sleep carefull
1187,1337,F,133699.36,1992-11-20,3-MEDIUM,Clerk#000000047,0,ding requests. slyly regular platelets affix slyly. blithe
1188,199,O,79030.59,1996-04-11,2-HIGH,Clerk#000000256,0,hely regular requests use 
1189,445,F,90219.24,1994-04-09,1-URGENT,Clerk#000000243,0,ays. quickly final ideas are fluffily along the express requests
1190,121,O,54852.43,1997-03-16,5-LOW,Clerk#000000575,0,"tect. even, ironic pinto beans lose. carefully ironic "
1191,1103,O,41725.75,1995-11-07,3-MEDIUM,Clerk#000000011,0,quests. carefully silent pinto beans are. ir
1216,1220,F,111175.17,1992-12-07,5-LOW,Clerk#000000918,0,accounts promise above
1217,64,F,63714.18,1992-04-26,4-NOT SPECIFIED,Clerk#000000538,0,lithely along the blithely final foxes. regular requests
1218,83,F,157442.11,1994-06-20,4-NOT SPECIFIED,Clerk#000000994,0, blithely even accounts use along the express pin
1219,271,O,11895.23,1995-10-05,3-MEDIUM,Clerk#000000800,0,heodolites are blithely furiously special dependencies. qui
1220,485,O,164363.11,1996-08-29,1-URGENT,Clerk#000000712,0,ns according to the blithely express requests boost fur
1221,134,F,164863.12,1992-04-19,4-NOT SPECIFIED,Clerk#000000852,0,platelets sleep furiously alongside of the quickly even orb
1222,98,F,61432.27,1993-02-05,3-MEDIUM,Clerk#000000811,0,he unusual accounts. slyly special requests cajole furiously e
1223,91,O,50645.67,1996-05-25,4-NOT SPECIFIED,Clerk#000000238,0,refully pending foxes!
1248,472,F,295111.15,1992-01-02,1-URGENT,Clerk#000000890,0," regular platelets along the even,"
1249,1498,F,70939.22,1994-01-05,1-URGENT,Clerk#000000095,0,gular theodolites. slyly express acc
1250,359,F,13036.54,1992-09-29,4-NOT SPECIFIED,Clerk#000000652,0,nding sauternes. carefully final sentiments cajole-- slyly ruthl
1251,379,O,168646.06,1997-10-30,1-URGENT,Clerk#000000276,0,ruthlessly. quickly ironic excuses haggle a
1252,1499,O,135540.70,1997-08-04,5-LOW,Clerk#000000348,0, packages use blithely across the furiously express excuses. carefull
1253,1145,F,135358.41,1993-01-26,1-URGENT,Clerk#000000775,0,lithely along the slyly ironic foxes. fluffily silent
1254,698,O,143889.73,1995-12-22,1-URGENT,Clerk#000000607,0,ular ideas nag quickly boldly even depo
1255,1217,F,104935.74,1994-05-30,4-NOT SPECIFIED,Clerk#000000798,0,ckly ironic accounts. express id
1280,956,F,137579.92,1993-01-11,5-LOW,Clerk#000000160,0,uthlessly across the slyly even requests. theodolites abov
1281,611,F,226132.40,1994-12-11,1-URGENT,Clerk#000000430,0,inal pinto beans cajole after the silen
1282,1160,F,85558.32,1992-02-29,4-NOT SPECIFIED,Clerk#000000168,0,le slyly regular accounts. slyly regular deposi
1283,1165,O,296055.80,1996-08-30,4-NOT SPECIFIED,Clerk#000000260,0,s boost carefully carefully
1284,1340,O,147647.95,1996-01-07,2-HIGH,Clerk#000000492,0,eposits integrate fluffily ab
1285,104,F,209656.04,1992-06-01,1-URGENT,Clerk#000000423,0,p fluffily special asymptotes. carefully bold pla
1286,1087,F,308115.46,1993-05-14,4-NOT SPECIFIED,Clerk#000000939,0, accounts cajole carefully ironic braids. blithely pen
1287,173,F,181586.61,1994-07-05,2-HIGH,Clerk#000000288,0,ole blithely behind the quietly regular accounts. blithely unusual 
1312,1111,F,81611.04,1994-05-19,3-MEDIUM,Clerk#000000538,0,"posits. ironic, bold accounts haggle "
1313,1477,F,69234.03,1994-09-13,1-URGENT,Clerk#000000774,0,"ily permanent packages. even, thin asymptotes print idly final, bold account"
1314,1424,F,63623.22,1994-05-13,3-MEDIUM,Clerk#000000485,0,"slyly final ideas. final packages haggle. regular, ironic deposits thrash a"
1315,215,O,182956.83,1998-03-22,5-LOW,Clerk#000000840,0,xes. excuses sleep above the carefully re
1316,160,F,232915.54,1993-12-03,1-URGENT,Clerk#000000857,0,. regular packages eat blithely alongsid
1317,991,P,170654.55,1995-05-19,2-HIGH,Clerk#000000373,0,equests. regular pinto beans use. packag
1318,1279,O,98170.50,1998-06-27,3-MEDIUM,Clerk#000000581,0,egular dugouts cajole. pinto bean
1319,313,O,46533.50,1996-09-27,2-HIGH,Clerk#000000257,0, careful accounts. slyly silent ideas thrash c
1344,170,F,66338.64,1992-04-16,5-LOW,Clerk#000000178,0,"theodolites. carefully regular deposits cajole along the silent,"
1345,943,F,165361.31,1992-10-28,5-LOW,Clerk#000000447,0,slyly regular accounts kindle care
1346,748,F,224106.48,1992-06-18,2-HIGH,Clerk#000000374,0,ully. slyly special theodolit
1347,403,O,249530.87,1997-06-20,5-LOW,Clerk#000000977,0,pinto beans are slowly furiously silent excuses. 
1348,175,O,145456.56,1998-04-18,5-LOW,Clerk#000000206,0,ithely regular ideas. th
1349,637,O,49656.84,1997-10-26,1-URGENT,Clerk#000000543,0,after the furiously silent foxes. deposits sleep quiet
1350,508,F,71653.64,1993-08-24,1-URGENT,Clerk#000000635,0, requests. final foxes after the pe
1351,1060,O,23806.26,1998-04-20,1-URGENT,Clerk#000000012,0,"osits cajole regular, final "
1376,461,O,35617.06,1997-05-04,4-NOT SPECIFIED,Clerk#000000730,0,sits boost thinly pending platelets. regul
1377,199,O,145303.74,1998-04-24,4-NOT SPECIFIED,Clerk#000000625,0,ideas cajole carefully fluffily even packages. carefully ironic courts use ac
1378,196,O,184205.63,1996-03-09,4-NOT SPECIFIED,Clerk#000000705,0,uickly pending instructions. carefully express depe
1379,643,O,98253.79,1998-05-25,5-LOW,Clerk#000000861,0,express packages! sl
1380,1363,O,136526.77,1996-07-07,3-MEDIUM,Clerk#000000969,0,pending dolphins around the bold warhorses impress fluffily regu
1381,1264,O,74771.86,1998-05-25,3-MEDIUM,Clerk#000000107,0,luffily quick ideas wake. fluffily special pinto beans haggle among 
1382,1324,F,246263.02,1993-08-17,5-LOW,Clerk#000000241,0,courts. pending platele
1383,1196,F,53197.34,1993-04-27,2-HIGH,Clerk#000000785,0, cajole slyly instructions. final 
1408,539,O,255424.00,1997-12-26,4-NOT SPECIFIED,Clerk#000000942,0,he carefully special packages. packages
1409,1429,F,119571.58,1992-12-31,4-NOT SPECIFIED,Clerk#000000065,0,"ymptotes eat final requests. unusual, bold requests sleep across the quic"
1410,1123,O,153160.36,1997-04-12,5-LOW,Clerk#000000123,0,s sleep slyly. furiously regular courts according to the special foxes caj
1411,946,F,222485.73,1994-12-21,2-HIGH,Clerk#000000566,0, furiously regular theodolites haggle after the slyly bold requests. 
1412,529,F,114697.28,1993-03-13,4-NOT SPECIFIED,Clerk#000000083,0,horses across the final
1413,907,O,111589.54,1997-06-14,3-MEDIUM,Clerk#000000342,0,s affix carefully above the even excuses. ironic acco
1414,763,O,50012.42,1995-08-16,1-URGENT,Clerk#000000883,0,carefully pending foxes wake car
1415,787,F,32535.28,1994-05-29,4-NOT SPECIFIED,Clerk#000000601,0, blithely bold accounts. boldly special
1440,979,O,53447.02,1995-08-10,5-LOW,Clerk#000000956,0,somas grow. quickly express 
1441,1219,O,243310.98,1997-03-06,4-NOT SPECIFIED,Clerk#000000156,0,"e ironic deposits. pending, final depo"
1442,1106,F,8836.99,1994-07-05,4-NOT SPECIFIED,Clerk#000000935,0,ding theodolites haggle about the even th
1443,439,O,59178.01,1996-12-16,5-LOW,Clerk#000000185,0, across the carefully regular ideas sleep carefully silent instructions? furio
1444,1333,F,290512.20,1994-12-06,3-MEDIUM,Clerk#000000783,0,pths integrate along the furiously ironic r
1445,1136,F,235888.22,1995-01-10,3-MEDIUM,Clerk#000000211,0,ic instructions sleep slyly 
1446,401,O,46093.69,1998-02-16,5-LOW,Clerk#000000274,0,"telets. regular, final excuses boost carefully. furiously dari"
1447,901,F,158371.04,1992-10-15,2-HIGH,Clerk#000000880,0,"latelets sleep furiously between the express, ironic r"
1472,1499,O,72730.13,1996-10-06,5-LOW,Clerk#000000303,0,riously requests. quickly even requests boost slyly. furiou
1473,923,O,125427.75,1997-03-17,3-MEDIUM,Clerk#000000960,0,nt requests haggle sly
1474,691,F,69600.97,1995-01-09,1-URGENT,Clerk#000000438,0,ully furiously final requests. always ev
1475,49,O,252931.74,1997-11-12,2-HIGH,Clerk#000000972,0,"detect carefully even dependencies. final, even a"
1476,1447,O,24352.78,1996-06-27,2-HIGH,Clerk#000000673,0,ickly regular deposits serve. blithely express accounts above the re
1477,755,O,288752.23,1997-08-24,5-LOW,Clerk#000000612,0,nts. blithely silent foxes boost slyl
1478,499,O,27542.96,1997-08-03,2-HIGH,Clerk#000000827,0, Tiresias. carefully spec
1479,146,O,41710.22,1995-12-16,4-NOT SPECIFIED,Clerk#000000697,0,ic platelets alongside of the carefully even 
1504,19,F,125349.58,1992-08-28,3-MEDIUM,Clerk#000000381,0,press packages affix perm
1505,352,F,61594.91,1992-08-21,2-HIGH,Clerk#000000544,0,tructions are above the pending packages. final deposits boost slyl
1506,1462,F,263170.47,1992-09-21,3-MEDIUM,Clerk#000000620,0,"unts. carefully final asymptotes was slyly. special, express foxes boost caref"
1507,1205,F,155226.23,1993-10-14,3-MEDIUM,Clerk#000000305,0,ely special account
1508,1013,O,207727.99,1998-04-10,5-LOW,Clerk#000000117,0,r deposits: blithely express deposits haggle alongside of the spe
1509,625,F,252994.90,1993-07-08,5-LOW,Clerk#000000770,0,nts use. fluffily final 
1510,523,O,235151.19,1996-09-17,5-LOW,Clerk#000000128,0,even ideas lose at the slyly ironic asymptotes. slyly bol
1511,785,O,103042.07,1996-12-22,4-NOT SPECIFIED,Clerk#000000386,0, ironic requests ca
1536,932,O,8717.58,1997-01-26,3-MEDIUM,Clerk#000000117,0,ly final theodolites. slyly regular theodolit
1537,1076,F,144582.24,1992-02-15,4-NOT SPECIFIED,Clerk#000000862,0,ide of the ironic requests. regular instruction
1538,290,O,214050.85,1995-06-18,4-NOT SPECIFIED,Clerk#000000258,0,blithely carefully express r
1539,1118,F,67801.22,1995-03-10,5-LOW,Clerk#000000840,0,uriously unusual acc
1540,142,F,191775.25,1992-08-05,2-HIGH,Clerk#000000927,0,usly regular deposits
1541,940,P,72808.67,1995-05-18,1-URGENT,Clerk#000000906,0,"nusual accounts among the even, special asymptotes s"
1542,1427,F,177573.43,1993-09-15,3-MEDIUM,Clerk#000000435,0,sly. carefully ironic pinto beans wake 
1543,503,O,221716.54,1997-02-20,1-URGENT,Clerk#000000398,0, the forges boost af
1568,167,O,108945.79,1997-01-30,4-NOT SPECIFIED,Clerk#000000554,0,es. blithely ironic de
1569,1036,O,133309.13,1998-04-02,5-LOW,Clerk#000000786,0,slyly blithely final packages. carefully final platelets according to the expr
1570,1223,O,58046.02,1998-03-16,1-URGENT,Clerk#000000745,0,against the ironic requests
1571,1027,F,194190.45,1992-12-05,2-HIGH,Clerk#000000565,0,ic dolphins. foxes use bravely above the requests. blithely special ac
1572,104,O,64264.28,1996-02-24,2-HIGH,Clerk#000000994,0," carefully final requests. regular, ironic instructions integrate! ideas abou"
1573,1480,F,127138.20,1992-12-28,2-HIGH,Clerk#000000940,0,into beans affix. dependencies after the 
1574,1334,O,255009.95,1996-12-12,3-MEDIUM,Clerk#000000809,0,ress ideas boost around the regular deposi
1575,1447,O,238537.34,1995-09-13,3-MEDIUM,Clerk#000000497,0,theodolites. slyly expr
1600,926,F,188076.26,1993-03-03,3-MEDIUM,Clerk#000000627,0,ages boost furiously blithely silent theodolites. slyly ironic pat
1601,524,F,116922.47,1994-08-27,5-LOW,Clerk#000000469,0,"requests. regular, "
1602,10,F,6751.57,1993-08-05,5-LOW,Clerk#000000660,0,lly. carefully ironic accounts believe slyly above the fur
1603,13,F,46920.46,1993-07-31,4-NOT SPECIFIED,Clerk#000000869,0,deposits nag against the sly
1604,1123,F,135098.39,1993-07-17,5-LOW,Clerk#000000512,0, slyly even pinto beans haggle above the carefully ironic d
1605,577,O,190137.68,1998-04-24,4-NOT SPECIFIED,Clerk#000000616,0,s. slyly final deposits wake after the ironi
1606,530,O,184091.64,1997-04-17,4-NOT SPECIFIED,Clerk#000000550,0,sublate special requests. slyly pending accounts sleep. special
1607,1493,O,228124.53,1995-12-16,2-HIGH,Clerk#000000498,0,"ts above the even, stealthy accounts use s"
1632,659,O,272854.60,1997-01-08,3-MEDIUM,Clerk#000000351,0,"oxes against the enticing, unusual"
1633,143,O,74276.27,1995-10-14,2-HIGH,Clerk#000000666,0,"e quiet, unusual req"
1634,689,O,202866.17,1996-09-10,1-URGENT,Clerk#000000360,0,as detect blithely above the blithely special courts. furiously express
1635,38,O,107289.95,1997-02-13,3-MEDIUM,Clerk#000000958,0,the furiously unusual theodolites. qu
1636,787,O,232036.04,1997-06-17,3-MEDIUM,Clerk#000000457,0,eodolites are finally slyly regular packages. 
1637,728,F,264917.81,1995-02-08,4-NOT SPECIFIED,Clerk#000000189,0,ithely regular accounts cajole. ironic requests sleep blithely unusual re
1638,1390,O,222330.55,1997-08-13,2-HIGH,Clerk#000000643,0,ts. carefully regular wat
1639,44,O,155953.46,1995-08-20,4-NOT SPECIFIED,Clerk#000000939,0,"ly. close, final requests cajole furiously care"
