p_partkey,p_name,p_mfgr,p_brand,p_type,p_size,p_container,p_retailprice,p_comment
210,white sky mint chiffon blanched,Manufacturer#3,Brand#32,ECONOMY BURNISHED TIN,5,LG JAR,1110.21, among the slyly
211,turquoise forest orchid cream blue,Manufacturer#3,Brand#32,MEDIUM ANODIZED NICKEL,43,LG PKG,1111.21,ly across
212,light sandy white bisque burlywood,Manufacturer#5,Brand#53,PROMO BRUSHED BRASS,42,JUMBO BOX,1112.21,affix fluf
213,pale midnight light ghost saddle,Manufacturer#3,Brand#35,SMALL POLISHED COPPER,14,WRAP CAN,1113.21,es cajole quick
214,cornsilk tomato firebrick tan puff,Manufacturer#4,Brand#41,PROMO PLATED BRASS,30,LG BAG,1114.21,"along the express, "
215,lace pink black orange cornflower,Manufacturer#5,Brand#52,ECONOMY BURNISHED NICKEL,19,SM PACK,1115.21, are. furiously 
216,tan azure slate white mint,Manufacturer#4,Brand#45,MEDIUM PLATED NICKEL,35,MED JAR,1116.21, instructions sle
217,lemon thistle sandy royal peru,Manufacturer#5,Brand#52,PROMO PLATED COPPER,44,MED DRUM,1117.21,", ironic instructio"
218,sandy khaki ghost cornflower metallic,Manufacturer#4,Brand#41,PROMO BURNISHED TIN,24,WRAP PACK,1118.21,s are slyl
219,cyan aquamarine red plum frosted,Manufacturer#4,Brand#45,PROMO ANODIZED BRASS,31,MED JAR,1119.21,uriously carefully e
220,lemon firebrick lime white wheat,Manufacturer#1,Brand#14,PROMO BRUSHED BRASS,25,MED CASE,1120.22,ic requests sleep s
221,chartreuse azure lemon saddle dark,Manufacturer#5,Brand#51,PROMO BRUSHED COPPER,7,LG DRUM,1121.22,s instructions use. re
222,aquamarine puff antique drab beige,Manufacturer#3,Brand#33,LARGE ANODIZED BRASS,35,LG CASE,1122.22,riously according t
223,rose salmon yellow turquoise grey,Manufacturer#3,Brand#33,LARGE ANODIZED STEEL,29,MED BAG,1123.22,its. blithely e
224,drab lavender moccasin almond purple,Manufacturer#1,Brand#13,STANDARD POLISHED NICKEL,46,WRAP BOX,1124.22,es are accordin
225,cornsilk powder bisque chartreuse spring,Manufacturer#4,Brand#45,ECONOMY BRUSHED TIN,23,MED CASE,1125.22, iron
226,blush navy indian peru lemon,Manufacturer#3,Brand#33,PROMO ANODIZED STEEL,7,SM PKG,1126.22,kly. fluffily speci
227,dim yellow aquamarine lavender peach,Manufacturer#4,Brand#44,SMALL BRUSHED TIN,21,LG PACK,1127.22,e pinto b
228,saddle lawn blue burlywood white,Manufacturer#4,Brand#44,ECONOMY PLATED STEEL,12,SM DRUM,1128.22,side of the sl
229,orchid misty cornsilk chartreuse medium,Manufacturer#1,Brand#15,SMALL POLISHED STEEL,19,MED CAN,1129.22,ackages use fur
230,thistle navy lawn sky slate,Manufacturer#5,Brand#51,STANDARD PLATED STEEL,20,SM PKG,1130.23,rding to the regula
231,bisque blush beige honeydew slate,Manufacturer#5,Brand#51,MEDIUM BURNISHED COPPER,17,MED PACK,1131.23,ual instru
232,ivory peru lavender orange dark,Manufacturer#5,Brand#53,LARGE BURNISHED NICKEL,50,SM PKG,1132.23,s detect around the 
233,seashell tomato red lemon saddle,Manufacturer#3,Brand#34,MEDIUM ANODIZED BRASS,25,SM PACK,1133.23,nto beans. 
234,chocolate slate maroon azure goldenrod,Manufacturer#1,Brand#13,MEDIUM ANODIZED NICKEL,26,WRAP BOX,1134.23,nto beans haggle ab
235,sky mint aquamarine dark cornsilk,Manufacturer#3,Brand#32,ECONOMY BRUSHED COPPER,4,MED JAR,1135.23,ously regular platelet
236,salmon antique burlywood linen peach,Manufacturer#5,Brand#55,ECONOMY ANODIZED STEEL,31,LG JAR,1136.23,ckages integrat
237,yellow orchid dark light smoke,Manufacturer#2,Brand#25,LARGE BURNISHED TIN,49,SM DRUM,1137.23,according to th
238,purple dark lawn navajo indian,Manufacturer#3,Brand#34,SMALL POLISHED TIN,35,LG CAN,1138.23,cuses wak
239,medium olive pink dim firebrick,Manufacturer#2,Brand#24,LARGE PLATED NICKEL,36,WRAP DRUM,1139.23,ts. quickly fina
240,rose beige magenta coral sandy,Manufacturer#3,Brand#32,MEDIUM BURNISHED NICKEL,1,LG CAN,1140.24,ght integ
241,purple drab puff peach tomato,Manufacturer#5,Brand#51,STANDARD BRUSHED COPPER,3,WRAP CASE,1141.24,ngly even packages 
242,spring green lemon medium olive,Manufacturer#3,Brand#35,SMALL POLISHED STEEL,42,LG BAG,1142.24,riously ironic pac
243,bisque chiffon orange misty tan,Manufacturer#3,Brand#32,MEDIUM ANODIZED STEEL,49,SM BOX,1143.24, along the 
244,seashell ghost cyan burlywood thistle,Manufacturer#5,Brand#51,ECONOMY BURNISHED BRASS,48,LG BOX,1144.24,"lites. silent, fina"
245,beige orchid chartreuse powder slate,Manufacturer#2,Brand#23,PROMO BURNISHED BRASS,39,JUMBO PKG,1145.24,fily regular requ
246,burlywood orchid dark drab dodger,Manufacturer#2,Brand#21,PROMO BRUSHED BRASS,18,SM CAN,1146.24,ly regu
247,medium gainsboro lawn coral peach,Manufacturer#5,Brand#53,LARGE BURNISHED BRASS,4,JUMBO PACK,1147.24,etect blithely after 
248,drab aquamarine red papaya pale,Manufacturer#1,Brand#15,SMALL PLATED BRASS,8,MED PACK,1148.24,instructions. furi
249,hot sandy lavender saddle rosy,Manufacturer#4,Brand#44,ECONOMY BURNISHED BRASS,15,LG JAR,1149.24,yly packages. qui
250,antique goldenrod floral forest slate,Manufacturer#4,Brand#44,PROMO POLISHED NICKEL,35,WRAP CASE,1150.25,arefully express asymp
251,dodger gainsboro violet steel papaya,Manufacturer#1,Brand#15,STANDARD BRUSHED NICKEL,41,WRAP CAN,1151.25,ost quickly. b
252,royal sienna magenta lace brown,Manufacturer#1,Brand#11,PROMO PLATED NICKEL,22,WRAP DRUM,1152.25,uriously special pac
253,blanched ghost turquoise burlywood spring,Manufacturer#4,Brand#45,PROMO ANODIZED TIN,16,LG PKG,1153.25,ajole furio
254,navy light red royal olive,Manufacturer#4,Brand#44,MEDIUM PLATED TIN,10,MED JAR,1154.25,e blith
255,aquamarine seashell grey navy white,Manufacturer#2,Brand#21,LARGE ANODIZED NICKEL,24,JUMBO CAN,1155.25,s are slyl
256,royal cream lawn purple powder,Manufacturer#3,Brand#32,LARGE BURNISHED TIN,2,SM DRUM,1156.25,y unusual pi
257,blue gainsboro maroon green burnished,Manufacturer#4,Brand#41,ECONOMY POLISHED COPPER,11,SM JAR,1157.25,s. ironic requests 
258,royal frosted blue pale dim,Manufacturer#4,Brand#43,STANDARD ANODIZED COPPER,18,WRAP DRUM,1158.25,alongside 
259,ghost puff sky linen burnished,Manufacturer#2,Brand#23,SMALL BURNISHED BRASS,41,WRAP PACK,1159.25,ular foxes. furiousl
260,firebrick thistle lime frosted khaki,Manufacturer#5,Brand#55,STANDARD ANODIZED STEEL,10,LG BAG,1160.26,quests. f
261,floral moccasin puff rosy ghost,Manufacturer#4,Brand#41,STANDARD POLISHED TIN,44,JUMBO PACK,1161.26, detect b
262,drab lavender lawn purple puff,Manufacturer#5,Brand#52,MEDIUM PLATED NICKEL,16,JUMBO BAG,1162.26, courts. furiously
263,linen red plum purple steel,Manufacturer#1,Brand#14,ECONOMY BURNISHED COPPER,46,MED CASE,1163.26,he furiously 
264,plum floral sienna magenta ivory,Manufacturer#1,Brand#14,SMALL BURNISHED TIN,23,SM CAN,1164.26, deposits
265,aquamarine magenta seashell orange royal,Manufacturer#4,Brand#43,SMALL POLISHED STEEL,19,WRAP CASE,1165.26,oss the p
266,medium brown tomato cornflower moccasin,Manufacturer#4,Brand#43,ECONOMY BRUSHED STEEL,25,LG DRUM,1166.26,ar ac
267,pink salmon moccasin orange wheat,Manufacturer#2,Brand#24,LARGE POLISHED BRASS,41,JUMBO PACK,1167.26,deposits a
268,cornsilk seashell lime aquamarine violet,Manufacturer#2,Brand#22,MEDIUM PLATED NICKEL,8,MED JAR,1168.26,es according t
269,chartreuse navajo moccasin orchid spring,Manufacturer#1,Brand#13,LARGE PLATED BRASS,5,WRAP BOX,1169.26,nently. final acc
270,mint deep white navajo floral,Manufacturer#2,Brand#25,PROMO BURNISHED COPPER,45,MED BAG,1170.27,al packages. boldly sl
271,lace floral peru dim magenta,Manufacturer#5,Brand#52,PROMO PLATED COPPER,32,MED PKG,1171.27, silently ag
272,red purple tomato medium papaya,Manufacturer#5,Brand#52,LARGE POLISHED BRASS,39,LG PKG,1172.27,cies cajo
273,pink white sky burnished coral,Manufacturer#2,Brand#25,STANDARD BRUSHED BRASS,50,LG BOX,1173.27,as about the even
274,cyan lawn snow sky peru,Manufacturer#2,Brand#23,MEDIUM POLISHED STEEL,46,LG JAR,1174.27,nst the quickly eve
275,steel chartreuse red plum sienna,Manufacturer#4,Brand#45,LARGE BURNISHED BRASS,37,SM BOX,1175.27,g to th
276,orange yellow drab grey blanched,Manufacturer#2,Brand#25,SMALL BRUSHED COPPER,5,LG JAR,1176.27,e the b
277,grey navy rosy red burnished,Manufacturer#4,Brand#43,ECONOMY ANODIZED NICKEL,49,JUMBO JAR,1177.27,lent ideas wake slyl
278,blanched lime almond moccasin floral,Manufacturer#4,Brand#42,STANDARD BURNISHED NICKEL,49,SM JAR,1178.27,icing p
279,linen olive lawn blanched gainsboro,Manufacturer#3,Brand#35,SMALL ANODIZED BRASS,27,MED CASE,1179.27,ts. darin
280,blue azure slate lace burlywood,Manufacturer#2,Brand#21,STANDARD BURNISHED STEEL,33,LG CAN,1180.28,he carefu
281,red mint brown powder rose,Manufacturer#1,Brand#12,SMALL PLATED STEEL,7,MED CAN,1181.28,l pint
282,steel burnished cornsilk beige lace,Manufacturer#1,Brand#11,SMALL BRUSHED COPPER,44,WRAP CAN,1182.28,ages sleep furious
283,metallic burlywood lavender midnight cornsilk,Manufacturer#1,Brand#12,SMALL PLATED TIN,8,SM DRUM,1183.28,above the ev
284,burlywood chocolate almond ivory coral,Manufacturer#5,Brand#51,ECONOMY POLISHED COPPER,9,MED DRUM,1184.28,uickly even r
285,cream seashell orange frosted brown,Manufacturer#2,Brand#25,LARGE ANODIZED TIN,42,SM PACK,1185.28,ithely unusual in
286,chocolate cornsilk goldenrod violet puff,Manufacturer#5,Brand#53,MEDIUM POLISHED TIN,1,WRAP CASE,1186.28,yly regular package
287,misty snow thistle burlywood wheat,Manufacturer#1,Brand#15,SMALL PLATED NICKEL,27,SM DRUM,1187.28,efully even accounts
288,tan purple yellow ivory olive,Manufacturer#2,Brand#23,STANDARD BURNISHED BRASS,31,SM CASE,1188.28,eposits. furiously iro
289,peach antique deep peru saddle,Manufacturer#4,Brand#43,PROMO POLISHED TIN,40,LG CASE,1189.28,ns against the slow
290,deep wheat forest powder firebrick,Manufacturer#1,Brand#12,LARGE BURNISHED BRASS,19,JUMBO JAR,1190.29,furiously unus
291,goldenrod aquamarine olive white pink,Manufacturer#5,Brand#54,ECONOMY PLATED BRASS,26,SM JAR,1191.29,y ironic 
292,navajo tan coral slate thistle,Manufacturer#1,Brand#12,SMALL PLATED NICKEL,2,MED CAN,1192.29,es are furio
293,lawn cyan plum bisque cream,Manufacturer#5,Brand#52,STANDARD POLISHED STEEL,24,SM PACK,1193.29,ly unusual ac
294,midnight misty royal floral brown,Manufacturer#2,Brand#24,ECONOMY POLISHED TIN,35,SM JAR,1194.29,bove 
295,honeydew lace powder almond red,Manufacturer#2,Brand#25,MEDIUM BURNISHED NICKEL,49,JUMBO JAR,1195.29,t requests. 
296,tan seashell chocolate lemon orange,Manufacturer#1,Brand#13,LARGE BURNISHED BRASS,28,SM PKG,1196.29,ter the
297,antique powder almond navajo lace,Manufacturer#2,Brand#22,LARGE BURNISHED STEEL,23,LG PACK,1197.29,sleep slyly r
298,azure sky tomato midnight lace,Manufacturer#4,Brand#45,PROMO BRUSHED COPPER,13,JUMBO CAN,1198.29,lar hockey playe
299,deep coral dodger green peach,Manufacturer#4,Brand#41,STANDARD ANODIZED COPPER,26,WRAP PKG,1199.29," the final,"
300,light goldenrod green lime papaya,Manufacturer#4,Brand#44,PROMO ANODIZED BRASS,1,WRAP PACK,1200.30,he slyly regu
301,misty snow lace burnished linen,Manufacturer#4,Brand#42,ECONOMY BRUSHED STEEL,6,WRAP CAN,1201.30,excus
302,black seashell sky grey snow,Manufacturer#4,Brand#41,PROMO POLISHED BRASS,34,SM BAG,1202.30,s boost blithely in
303,almond chocolate firebrick black bisque,Manufacturer#4,Brand#45,ECONOMY PLATED BRASS,7,JUMBO CASE,1203.30,above the flu
304,forest mint sienna navy ghost,Manufacturer#4,Brand#43,SMALL POLISHED NICKEL,12,LG DRUM,1204.30,ly iron
305,moccasin tan chartreuse cornsilk drab,Manufacturer#1,Brand#15,SMALL ANODIZED TIN,6,SM BAG,1205.30,. busily u
306,lemon peach spring rose ghost,Manufacturer#3,Brand#33,SMALL BURNISHED NICKEL,25,LG PKG,1206.30,posits. brai
307,peru beige firebrick royal navy,Manufacturer#2,Brand#21,LARGE BURNISHED BRASS,30,WRAP DRUM,1207.30,inal i
308,olive ivory turquoise sienna wheat,Manufacturer#2,Brand#21,STANDARD BURNISHED BRASS,40,WRAP JAR,1208.30,fully about the
309,red smoke blue pale lace,Manufacturer#4,Brand#42,LARGE ANODIZED NICKEL,49,JUMBO PKG,1209.30,d accounts
310,sandy sky dark navy blanched,Manufacturer#1,Brand#14,ECONOMY BRUSHED NICKEL,32,MED JAR,1210.31,eans sleep bli
311,indian orchid navajo dark forest,Manufacturer#4,Brand#44,MEDIUM PLATED TIN,18,LG DRUM,1211.31,ckly f
312,powder firebrick white peach goldenrod,Manufacturer#3,Brand#32,PROMO BURNISHED STEEL,29,MED CASE,1212.31,uests serve regul
313,moccasin rosy lemon linen royal,Manufacturer#3,Brand#34,PROMO BRUSHED TIN,13,WRAP PACK,1213.31,s use slyly
314,grey royal seashell violet misty,Manufacturer#3,Brand#35,STANDARD PLATED STEEL,14,LG DRUM,1214.31,after the final
315,navy cyan orchid seashell moccasin,Manufacturer#2,Brand#23,LARGE ANODIZED BRASS,20,LG JAR,1215.31,theodolites acc
316,almond rosy green hot midnight,Manufacturer#4,Brand#41,MEDIUM BRUSHED TIN,9,MED CASE,1216.31,sly final ideas
317,linen peru thistle turquoise medium,Manufacturer#1,Brand#15,LARGE POLISHED STEEL,34,JUMBO BOX,1217.31,y regular forges cajol
318,rosy rose indian puff pale,Manufacturer#1,Brand#12,PROMO BURNISHED NICKEL,20,JUMBO CASE,1218.31,nd th
319,royal metallic lawn spring firebrick,Manufacturer#3,Brand#31,MEDIUM BURNISHED TIN,44,LG BOX,1219.31,ickly unusual requ
320,chiffon linen rose white rosy,Manufacturer#5,Brand#53,LARGE ANODIZED STEEL,26,WRAP DRUM,1220.32,ironic reque
321,tomato drab cream tan navajo,Manufacturer#5,Brand#51,ECONOMY ANODIZED STEEL,9,SM JAR,1221.32,f the bold instruct
322,dark black rosy yellow ivory,Manufacturer#3,Brand#35,STANDARD PLATED STEEL,32,JUMBO CASE,1222.32, the closely final in
323,moccasin goldenrod tan maroon bisque,Manufacturer#4,Brand#41,MEDIUM BRUSHED BRASS,15,MED CASE,1223.32,s can a
324,aquamarine ivory magenta linen black,Manufacturer#2,Brand#25,SMALL PLATED TIN,36,SM BAG,1224.32, across the finally 
325,plum cyan almond dark orchid,Manufacturer#1,Brand#15,LARGE PLATED COPPER,22,MED PACK,1225.32,lar packages wake abo
326,sky papaya green azure chiffon,Manufacturer#3,Brand#34,LARGE ANODIZED STEEL,48,JUMBO CAN,1226.32,metimes unusual reque
327,metallic lavender green firebrick ghost,Manufacturer#2,Brand#23,PROMO POLISHED BRASS,14,SM PACK,1227.32,ages. c
328,turquoise bisque wheat cornflower forest,Manufacturer#3,Brand#34,PROMO POLISHED COPPER,24,JUMBO CASE,1228.32,the bold packages 
329,mint dodger chocolate papaya azure,Manufacturer#3,Brand#31,MEDIUM ANODIZED NICKEL,21,LG PKG,1229.32,"pending, bold reques"
330,royal lime misty frosted smoke,Manufacturer#3,Brand#35,LARGE PLATED COPPER,18,LG JAR,1230.33,ng the closely final 
331,metallic ivory cornsilk mint hot,Manufacturer#2,Brand#25,SMALL BURNISHED COPPER,15,WRAP JAR,1231.33,egular theodoli
332,frosted blush firebrick linen salmon,Manufacturer#2,Brand#24,STANDARD BRUSHED BRASS,14,SM CAN,1232.33,"nic, e"
333,chocolate tomato light chartreuse orange,Manufacturer#2,Brand#21,ECONOMY POLISHED COPPER,1,LG DRUM,1233.33, the fi
334,lawn wheat dodger forest firebrick,Manufacturer#3,Brand#31,ECONOMY PLATED BRASS,32,LG JAR,1234.33,ully express instructi
335,dark cream plum goldenrod smoke,Manufacturer#3,Brand#32,SMALL BRUSHED COPPER,3,SM JAR,1235.33,oze packages. specia
336,maroon medium green tomato rosy,Manufacturer#2,Brand#25,PROMO ANODIZED TIN,3,WRAP JAR,1236.33,ke. deposi
337,magenta lavender blush peru aquamarine,Manufacturer#2,Brand#23,MEDIUM BRUSHED COPPER,29,MED DRUM,1237.33,"y. even, pending dep"
338,turquoise honeydew dim saddle grey,Manufacturer#1,Brand#14,LARGE ANODIZED NICKEL,26,JUMBO JAR,1238.33,to th
339,saddle white red royal midnight,Manufacturer#2,Brand#23,PROMO BURNISHED COPPER,14,LG PACK,1239.33,ets wake. furiously re
340,sienna purple lawn coral navy,Manufacturer#2,Brand#23,STANDARD BRUSHED TIN,3,JUMBO BOX,1240.34,ake furiously on t
341,pale smoke drab spring burnished,Manufacturer#4,Brand#45,PROMO POLISHED COPPER,34,MED PKG,1241.34,y express theo
342,purple indian burnished khaki puff,Manufacturer#4,Brand#43,LARGE BURNISHED NICKEL,37,JUMBO CAN,1242.34, alongside of the
343,blush thistle chartreuse tomato navy,Manufacturer#3,Brand#35,PROMO ANODIZED NICKEL,7,SM JAR,1243.34, theodolites wake neve
344,lime chiffon sky magenta midnight,Manufacturer#4,Brand#45,LARGE ANODIZED TIN,39,SM BOX,1244.34, realms print carefull
345,cyan frosted spring orange puff,Manufacturer#4,Brand#45,ECONOMY BURNISHED NICKEL,22,LG CAN,1245.34,fluffy forg
346,medium honeydew blush lace lemon,Manufacturer#5,Brand#51,ECONOMY BRUSHED COPPER,8,LG PKG,1246.34, the 
347,deep antique royal bisque rosy,Manufacturer#3,Brand#34,SMALL ANODIZED TIN,28,WRAP BAG,1247.34,s. slyly final a
348,blush navajo peru chartreuse dim,Manufacturer#5,Brand#53,MEDIUM POLISHED STEEL,16,WRAP BOX,1248.34,thely ac
349,ghost black hot salmon lace,Manufacturer#2,Brand#24,ECONOMY BURNISHED NICKEL,12,MED JAR,1249.34,n grouches cajole
350,peach thistle royal papaya cornsilk,Manufacturer#3,Brand#32,STANDARD ANODIZED NICKEL,25,WRAP CAN,1250.35,cies arou
351,slate pale misty sienna red,Manufacturer#3,Brand#32,STANDARD PLATED TIN,48,WRAP CAN,1251.35,es. deposits abou
352,sandy almond peach ivory violet,Manufacturer#4,Brand#42,MEDIUM BURNISHED BRASS,44,JUMBO CAN,1252.35,ular asy
353,azure linen grey blanched dim,Manufacturer#3,Brand#34,PROMO BURNISHED TIN,43,WRAP JAR,1253.35, slyly unusual dep
354,frosted deep powder beige lemon,Manufacturer#4,Brand#42,PROMO BURNISHED STEEL,38,LG CAN,1254.35,unts sleep furio
355,mint goldenrod sandy burnished olive,Manufacturer#5,Brand#52,ECONOMY POLISHED NICKEL,16,JUMBO JAR,1255.35, the busily regular 
356,hot pink peach lemon chartreuse,Manufacturer#1,Brand#14,STANDARD BRUSHED NICKEL,46,WRAP BAG,1256.35,t carefully. closely r
357,frosted rosy powder floral mint,Manufacturer#4,Brand#42,STANDARD PLATED COPPER,19,SM DRUM,1257.35,ounts wa
358,purple maroon lavender cornsilk salmon,Manufacturer#2,Brand#24,STANDARD POLISHED BRASS,39,JUMBO PACK,1258.35,eodolites. ideas int
359,pink medium olive rosy linen,Manufacturer#3,Brand#35,PROMO PLATED BRASS,19,LG DRUM,1259.35,uriousl
360,midnight papaya violet peach cream,Manufacturer#3,Brand#35,SMALL POLISHED COPPER,14,WRAP BOX,1260.36,usly i
361,indian dim tan antique puff,Manufacturer#5,Brand#52,SMALL ANODIZED COPPER,42,WRAP DRUM,1261.36,arefully pinto beans. 
362,sienna green ghost rose lawn,Manufacturer#1,Brand#13,ECONOMY POLISHED COPPER,9,JUMBO BAG,1262.36,xes sublate sp
363,rosy grey blush dark lime,Manufacturer#2,Brand#22,MEDIUM ANODIZED BRASS,16,WRAP JAR,1263.36,ing accounts. unu
364,puff almond blanched drab misty,Manufacturer#4,Brand#43,LARGE BRUSHED NICKEL,21,MED PKG,1264.36,ts serve 
365,olive blue navy frosted violet,Manufacturer#3,Brand#31,SMALL POLISHED STEEL,8,LG CAN,1265.36,t the careful
366,seashell antique beige thistle cream,Manufacturer#5,Brand#53,ECONOMY BURNISHED STEEL,46,WRAP DRUM,1266.36,hely regula
367,black lavender dark cornflower grey,Manufacturer#2,Brand#23,STANDARD PLATED BRASS,2,JUMBO PACK,1267.36,ly. final deposits
368,cornsilk blush bisque hot cyan,Manufacturer#5,Brand#52,ECONOMY BRUSHED TIN,8,SM PACK,1268.36,"lly even, un"
369,drab plum olive firebrick beige,Manufacturer#2,Brand#21,SMALL POLISHED BRASS,11,SM BOX,1269.36, slyly alongs
370,almond linen pale aquamarine ghost,Manufacturer#5,Brand#52,LARGE BRUSHED COPPER,46,JUMBO BOX,1270.37,s against the thinl
371,maroon dark beige forest drab,Manufacturer#4,Brand#45,ECONOMY ANODIZED COPPER,27,MED BAG,1271.37,ooze. pearls cajol
372,black frosted aquamarine maroon orange,Manufacturer#3,Brand#32,LARGE ANODIZED STEEL,35,LG CAN,1272.37,olites sleep caref
373,beige blanched coral cornsilk sky,Manufacturer#5,Brand#53,STANDARD PLATED TIN,37,JUMBO PACK,1273.37,ages could ha
374,orange lemon cream dim midnight,Manufacturer#1,Brand#11,LARGE PLATED STEEL,18,MED BOX,1274.37,the carefully iro
375,floral blush lawn puff brown,Manufacturer#1,Brand#15,SMALL POLISHED BRASS,16,JUMBO JAR,1275.37,ial notornis. fina
376,lace drab wheat red tan,Manufacturer#4,Brand#44,MEDIUM BRUSHED STEEL,44,SM PKG,1276.37,"en, ex"
377,green forest rose slate cornflower,Manufacturer#4,Brand#44,STANDARD BURNISHED COPPER,16,WRAP BOX,1277.37,slyly reg
378,burnished lime green turquoise red,Manufacturer#3,Brand#32,SMALL PLATED COPPER,45,JUMBO PACK,1278.37,nic pinto beans kindle
379,cream sienna sandy thistle medium,Manufacturer#3,Brand#33,ECONOMY POLISHED STEEL,5,SM CASE,1279.37,ccounts. bli
380,khaki powder royal maroon snow,Manufacturer#4,Brand#41,LARGE BRUSHED TIN,6,JUMBO DRUM,1280.38,kly final frets sl
381,sienna peach wheat linen tomato,Manufacturer#5,Brand#53,ECONOMY ANODIZED COPPER,37,LG CASE,1281.38,l asymptotes 
382,honeydew ghost lace plum sky,Manufacturer#4,Brand#41,LARGE POLISHED BRASS,4,SM CAN,1282.38,attainmen
383,seashell tan purple almond coral,Manufacturer#2,Brand#23,SMALL BRUSHED COPPER,45,SM PACK,1283.38,nic a
384,papaya thistle rosy rose puff,Manufacturer#4,Brand#43,STANDARD BURNISHED TIN,2,WRAP CAN,1284.38,", expre"
